2.394699999999999918e+01	2.432115594641689071e+01
2.561100000000000065e+01	2.701307569637955908e+01
2.159400000000000119e+01	2.415477473527356267e+01
2.354500000000000171e+01	2.511253045200040290e+01
2.144699999999999918e+01	2.109503571936697952e+01
2.318599999999999994e+01	2.328153891774351081e+01
2.458199999999999719e+01	2.300383278842706147e+01
2.782900000000000063e+01	2.569407407076778327e+01
2.363199999999999790e+01	2.357351186315123570e+01
1.922599999999999909e+01	2.037297263735457520e+01
2.548900000000000077e+01	2.247542942349901551e+01
2.361199999999999832e+01	2.388774584464529127e+01
2.204699999999999704e+01	2.535060123495544460e+01
2.641499999999999915e+01	2.417392871501024487e+01
2.084600000000000009e+01	2.352874579662476151e+01
2.082600000000000051e+01	2.179856118468521231e+01
2.631500000000000128e+01	2.339096844732967284e+01
2.796599999999999753e+01	2.659362247618036790e+01
2.055699999999999861e+01	2.455274207030304368e+01
2.268499999999999872e+01	2.273062188740535206e+01
1.858500000000000085e+01	2.105628483189957478e+01
2.325199999999999889e+01	2.381959289427108928e+01
2.838599999999999923e+01	2.588821577491240689e+01
2.035399999999999920e+01	2.206510183123497981e+01
2.062400000000000233e+01	2.111729052864404110e+01
1.999800000000000111e+01	2.118622057881062304e+01
2.370499999999999829e+01	2.332664175934975148e+01
2.557499999999999929e+01	2.543533481138563346e+01
2.248699999999999832e+01	2.564258309921638457e+01
2.091800000000000281e+01	2.375135051081098680e+01
2.266499999999999915e+01	2.437159871406331035e+01
2.416800000000000281e+01	2.333774077920345036e+01
2.135699999999999932e+01	2.248142283359695881e+01
2.389699999999999847e+01	2.335742655820405389e+01
2.649399999999999977e+01	2.416402594702155326e+01
1.953500000000000014e+01	2.085604359724506196e+01
2.891099999999999781e+01	2.405900916079390583e+01
2.161100000000000065e+01	2.343943004866063973e+01
2.487300000000000111e+01	2.447150531178398225e+01
2.318900000000000006e+01	2.337171168637551943e+01
1.526299999999999990e+01	2.129673013652417524e+01
2.579400000000000048e+01	2.447302192048692859e+01
2.372800000000000153e+01	2.507265042614789152e+01
2.636699999999999733e+01	2.438064005304435966e+01
2.833300000000000196e+01	2.484436834056453236e+01
2.021300000000000097e+01	2.395875035082447368e+01
2.620800000000000196e+01	2.450653280653492772e+01
2.371300000000000097e+01	2.190815365460206721e+01
2.441300000000000026e+01	2.471438733741808491e+01
2.014199999999999946e+01	2.023185492706170052e+01
