2.394699999999999918e+01	2.668926714057718996e+01
2.561100000000000065e+01	2.698255392531240915e+01
2.159400000000000119e+01	2.447458749779607956e+01
2.354500000000000171e+01	2.582884220318793211e+01
2.144699999999999918e+01	2.195844418763741857e+01
2.318599999999999994e+01	2.401953276035694174e+01
2.458199999999999719e+01	2.268459769207649401e+01
2.782900000000000063e+01	2.683555197780015078e+01
2.363199999999999790e+01	2.224348002545611891e+01
1.922599999999999909e+01	2.031065315746694822e+01
2.548900000000000077e+01	2.171661681741389316e+01
2.361199999999999832e+01	2.460499098621714609e+01
2.204699999999999704e+01	2.554694334823934909e+01
2.641499999999999915e+01	2.459040606853128352e+01
2.084600000000000009e+01	2.357539760020177511e+01
2.082600000000000051e+01	2.036941855549083868e+01
2.631500000000000128e+01	2.283307486837724554e+01
2.796599999999999753e+01	2.655358264057906581e+01
2.055699999999999861e+01	2.361465368025355005e+01
2.268499999999999872e+01	2.245951735470865529e+01
1.858500000000000085e+01	1.977409715996342854e+01
2.325199999999999889e+01	2.226114608730322431e+01
2.838599999999999923e+01	2.646088153631971807e+01
2.035399999999999920e+01	2.038015056768377775e+01
2.062400000000000233e+01	2.058590669787238525e+01
1.999800000000000111e+01	1.989463526417172545e+01
2.370499999999999829e+01	2.268218711953175415e+01
2.557499999999999929e+01	2.412829251638691375e+01
2.248699999999999832e+01	2.479740719687312023e+01
2.091800000000000281e+01	2.223969872369791290e+01
2.266499999999999915e+01	2.296474353294853898e+01
2.416800000000000281e+01	2.439867135220388406e+01
2.135699999999999932e+01	2.249148861221000928e+01
2.389699999999999847e+01	2.263631734488357594e+01
2.649399999999999977e+01	2.494163336836887268e+01
1.953500000000000014e+01	1.955124169571566028e+01
2.891099999999999781e+01	2.499653205572469261e+01
2.161100000000000065e+01	2.398266638484140856e+01
2.487300000000000111e+01	2.345535262966928158e+01
2.318900000000000006e+01	2.468067881810252473e+01
1.526299999999999990e+01	2.085733257624579906e+01
2.579400000000000048e+01	2.368212011678499351e+01
2.372800000000000153e+01	2.246965566898996514e+01
2.636699999999999733e+01	2.401900893918820756e+01
2.833300000000000196e+01	2.359792982328196587e+01
2.021300000000000097e+01	2.213290855035675619e+01
2.620800000000000196e+01	2.291306143397958550e+01
2.371300000000000097e+01	2.235284009245947701e+01
2.441300000000000026e+01	2.238987786351204079e+01
2.014199999999999946e+01	1.926979684526242309e+01
2.435599999999999810e+01	2.460786142561356016e+01
2.253800000000000026e+01	2.319995064741730317e+01
2.504500000000000171e+01	2.272445104838095276e+01
1.932600000000000051e+01	2.019148519186984103e+01
2.152100000000000080e+01	2.028816010665842384e+01
2.417199999999999704e+01	2.123860224704863597e+01
2.399199999999999733e+01	2.237369628550447942e+01
2.672199999999999775e+01	2.663920590500813645e+01
2.361800000000000210e+01	2.179613998706980027e+01
2.172500000000000142e+01	2.202154400371185261e+01
2.484099999999999753e+01	2.418286082586038788e+01
2.065800000000000125e+01	2.139030688936912838e+01
2.436800000000000210e+01	2.306587412305736251e+01
2.411599999999999966e+01	1.812508942763927067e+01
2.484400000000000119e+01	2.491222657623792713e+01
1.805300000000000082e+01	2.010922505857551812e+01
2.313800000000000168e+01	2.490878086512785572e+01
2.202300000000000324e+01	2.192277670728030259e+01
